extension_pct,regime,component,increment_kW,share_pct
10,6,U3,54.11512843036246,47.330446748231765
10,6,U4,24.48671991740911,21.41669855928004
10,6,T1,-0.7226469095993727,-0.6320450872916513
10,6,T2,0.5147931583081556,0.4502509902940095
10,6,T3,0.10747122269647778,0.09399702320486443
10,6,T4,0.07844695224140054,0.06861166929319287
10,7,U1,63.22665968503643,58.577035092745604
10,7,U2,16.231494325757925,15.037846653041566
10,7,U3,21.129296374786666,19.575469294067737
10,7,U4,7.341265580378674,6.801396336121489
10,7,T1,0.00511835021880464,0.004741951921506271
10,7,T2,0.11712084746944507,0.1085078988275804
10,7,T3,-0.05584282341387184,-0.05173619867137351
10,7,T4,-0.05748868801434516,-0.05326102805410698
